No.,Level,Property type,Identifier,Class,Property term,Representation term,Associated class,Mult.,Definition,ISO 21378 Module,ISO 21378 Table,Value Domain,action,label_local,definition_Local
1,1,Class,,Account Payable Adjustment,,,,,"A class records adjustments to invoice balances due to suppliers, capturing each unique adjustment within the specified period.",Accounts Payable,95,
2,2,Attribute,PK,Account Payable Adjustment,ID,Identifier,,1..1,The unique identifier for the adjustment record.,Accounts Payable,95,Identifier Long
3,2,Attribute,,Account Payable Adjustment,Number,Char,,0..1,"The number for an adjustment record, ensuring the uniqueness of each adjustment transaction",Accounts Payable,95,Char Long
4,2,Attribute,,Account Payable Adjustment,Type Name,Name,,0..1,Name of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the supplier.,Accounts Payable,95,Name Short
5,2,Attribute,,Account Payable Adjustment,Document Number,Char,,0..1,The number for a document associated with an adjustment,Accounts Payable,95,Char Long
6,2,Attribute,,Account Payable Adjustment,Date,Date,,0..1,the date on which an adjustment is recorded.,Accounts Payable,95,DATE
7,2,Composition,,Account Payable Adjustment,,,Account Payable Adjustment Line,0..*,A class provides details of how adjustments affect specific line items on supplier invoices.,Accounts Payable,95,
8,2,Composition,,Account Payable Adjustment,,,Activities,0..1,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Accounts Payable,95,
9,2,Composition,,Account Payable Adjustment,,,Amounts,0..1,The multi-currency monetary amounts representing adjustments made to accounts payable balances within a specified accounting period.,Accounts Payable,95,
10,2,Composition,,Account Payable Adjustment,,,Tax,0..*,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Accounts Payable,95,
11,2,Reference Association,,Account Payable Adjustment,,,Accounting Period,0..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Payable,95,
12,2,Reference Association,,Account Payable Adjustment,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Payable,95,
13,2,Reference Association,,Account Payable Adjustment,,,General Ledger Journal Entry Line,0..1,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Payable,95,
14,2,Reference Association,,Account Payable Adjustment,Credit,,Ledger Account,0..1,The ledger account for credit adjustments to accounts payable.,Accounts Payable,95,
15,2,Reference Association,,Account Payable Adjustment,Debit,,Ledger Account,0..1,The ledger account for debit adjustments to accounts payable.,Accounts Payable,95,
16,2,Reference Association,,Account Payable Adjustment,,,Purchase Invoice,0..1,"A class summarizing invoices received during the period under review, central to the three-way matching process to ensure that payments are made solely for goods that have been ordered and received.",Accounts Payable,95,
17,2,Reference Association,,Account Payable Adjustment,,,Supplier,0..1,A class containing essential information about suppliers.,Accounts Payable,95,
18,1,Class,,Account Payable Adjustment Line,,,,,A class provides details of how adjustments affect specific line items on supplier invoices.,Accounts Payable,97,
19,2,Attribute,PK,Account Payable Adjustment Line,ID,Identifier,,1..1,The unique identifier for the line within an adjustment record.,Accounts Payable,97,Identifier Medium
20,2,Attribute,,Account Payable Adjustment Line,Number,Char,,0..1,The number of a line item within an account payable adjustment record,Accounts Payable,97,Char Short
21,2,Composition,,Account Payable Adjustment Line,,,Amounts,0..1,The multi-currency monetary amounts representing adjustments made to accounts payable balances within a specified accounting period.,Accounts Payable,97,
22,2,Composition,,Account Payable Adjustment Line,,,Tax,0..*,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Accounts Payable,97,
23,2,Reference Association,,Account Payable Adjustment Line,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Payable,97,
24,2,Reference Association,,Account Payable Adjustment Line,,,General Ledger Journal Entry Line,0..1,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Payable,97,
25,2,Reference Association,,Account Payable Adjustment Line,Credit,,Ledger Account,0..1,The ledger account line item for credit adjustments within accounts payable.,Accounts Payable,97,
26,2,Reference Association,,Account Payable Adjustment Line,Debit,,Ledger Account,0..1,The ledger account line item for debit adjustments within accounts payable.,Accounts Payable,97,
27,2,Reference Association,,Account Payable Adjustment Line,,,Purchase Invoice,0..1,"A class summarizing invoices received during the period under review, central to the three-way matching process to ensure that payments are made solely for goods that have been ordered and received.",Accounts Payable,97,
28,2,Reference Association,,Account Payable Adjustment Line,,,Purchase Invoice Line,0..1,"A class describing the specifics of each invoice line received during the period under review, used to validate that invoiced items match ordered and received goods in the three-way matching process.",Accounts Payable,97,
29,1,Class,,Account Payable Cash Application,,,,,A class details the application of cash payments against supplier invoice obligations within a specific period.,Accounts Payable,93,
30,2,Attribute,PK,Account Payable Cash Application,ID,Identifier,,1..1,The unique identifier for the application of cash to an invoice in accounts payable.,Accounts Payable,93,Identifier Long
31,2,Attribute,,Account Payable Cash Application,Date,Date,,0..1,"The date on which the cash was applied to the invoice, regardless of the date when the transaction was created.",Accounts Payable,93,DATE
32,2,Attribute,,Account Payable Cash Application,Remark,Text,,0..1,Annotations or supplemental information for the cash application in accounts payable.,Accounts Payable,93,Text Medium
33,2,Composition,,Account Payable Cash Application,,,Activities,0..1,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Accounts Payable,93,
34,2,Composition,,Account Payable Cash Application,,,Amounts,0..1,The multi-currency monetary amounts representing the total cash applied to payable account within a specified accounting period.,Accounts Payable,93,
35,2,Reference Association,,Account Payable Cash Application,,,Account Payable Payment Made,0..1,"A class documents the details of payment transactions to suppliers, including payment amounts and dates, conducted during a specified period.",Accounts Payable,93,
36,2,Reference Association,,Account Payable Cash Application,,,Accounting Period,0..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Payable,93,
37,2,Reference Association,,Account Payable Cash Application,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Payable,93,
38,2,Reference Association,,Account Payable Cash Application,Credit,,Ledger Account,0..1,The ledger account for cash credits applied to accounts payable.,Accounts Payable,93,
39,2,Reference Association,,Account Payable Cash Application,Debit,,Ledger Account,0..1,The ledger account for cash debits applied to accounts payable.,Accounts Payable,93,
40,2,Reference Association,,Account Payable Cash Application,,,Purchase Invoice,0..1,"A class summarizing invoices received during the period under review, central to the three-way matching process to ensure that payments are made solely for goods that have been ordered and received.",Accounts Payable,93,
41,2,Reference Association,,Account Payable Cash Application,,,Settlement Method,0..1,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Accounts Payable,93,
42,2,Reference Association,,Account Payable Cash Application,,,Supplier,0..1,A class containing essential information about suppliers.,Accounts Payable,93,
43,1,Class,,Account Payable Open Account,,,,,"A class records the total amount due to suppliers from unresolved payable transactions as of a particular date, summarized at the invoice level.",Accounts Payable,89,
44,2,Attribute,PK,Account Payable Open Account,Transaction ID,Identifier,,1..1,The unique identifier for a financial transaction.,Accounts Payable,89,Identifier Medium
45,2,Attribute,,Account Payable Open Account,Transaction Date,Date,,0..1,"The recorded date of a transaction in an open accounts payable account, which is used as the basis for calculating payment due dates.",Accounts Payable,89,DATE
46,2,Attribute,,Account Payable Open Account,Transaction Due Date,Date,,0..1,The date by which payment for a transaction in an open accounts payable account is due.,Accounts Payable,89,DATE
47,2,Attribute,,Account Payable Open Account,Reference Number,Char,,0..1,The number for a transaction related to an open accounts payable account.,Accounts Payable,89,Char Long
48,2,Attribute,,Account Payable Open Account,Reference Date,Date,,0..1,The date associated with a transaction related to an open accounts payable account.,Accounts Payable,89,DATE
49,2,Attribute,,Account Payable Open Account,Remark,Text,,0..1,Annotations or supplemental information for the open accounts payable.,Accounts Payable,89,Text Medium
50,2,Attribute,,Account Payable Open Account,Grouping Code,Char,,0..1,The code that groups related accounts payable items for organizational or processing activities.,Accounts Payable,89,Char Long
51,2,Composition,,Account Payable Open Account,,,Amounts,0..1,The multi-currency monetary amounts representing the Open Account transaction amount within a specified accounting period.,Accounts Payable,89,
52,2,Composition,,Account Payable Open Account,Balance,,Amounts,0..1,The multi-currency monetary balance amounts representing the Open Account remaining balance unpaid or needing settlement.definition.,Accounts Payable,89,
53,2,Reference Association,,Account Payable Open Account,,,Accounting Period,0..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Payable,89,
54,2,Reference Association,,Account Payable Open Account,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Payable,89,
55,2,Reference Association,,Account Payable Open Account,,,General Ledger Journal Entry Line,0..1,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Payable,89,
56,2,Reference Association,,Account Payable Open Account,,,Project,0..1,"A class that provides detailed records of a project's facets, pertinent to open accounts payable.",Accounts Payable,89,
57,2,Reference Association,,Account Payable Open Account,,,Purchase Contract,0..1,"A class encapsulating the aggregate details of purchase contracts including involved parties, terms, and specifics of the items to be procured.",Accounts Payable,89,
58,2,Reference Association,,Account Payable Open Account,,,Purchase Invoice,0..1,"A class summarizing invoices received during the period under review, central to the three-way matching process to ensure that payments are made solely for goods that have been ordered and received.",Accounts Payable,89,
59,2,Reference Association,,Account Payable Open Account,,,Supplier,0..1,A class containing essential information about suppliers.,Accounts Payable,89,
60,1,Class,,Account Payable Payment Made,,,,,"A class documents the details of payment transactions to suppliers, including payment amounts and dates, conducted during a specified period.",Accounts Payable,91,
61,2,Attribute,PK,Account Payable Payment Made,ID,Identifier,,1..1,The unique identifier for a payment transaction.,Accounts Payable,91,Identifier Medium
62,2,Attribute,,Account Payable Payment Made,Number,Char,,0..1,The number for the transactional document associated with an accounts payable payment.,Accounts Payable,91,Char Long
63,2,Attribute,,Account Payable Payment Made,Payment Date,Date,,0..1,The date on which a payment to a supplier is recorded as made on the accounts payable.,Accounts Payable,91,DATE
64,2,Attribute,,Account Payable Payment Made,Reference Number,Char,,0..1,The number for a payment transaction for accounts payable.,Accounts Payable,91,Char Long
65,2,Attribute,,Account Payable Payment Made,Reference Date,Date,,0..1,The date associated with a payment transaction for accounts payable.,Accounts Payable,91,DATE
