
CashAndDeposits,CurrentYear,3524571226
etax:CashHand,CurrentYear,1174146006
etax:PettyCash,CurrentYear,1125000
etax:Deposits,CurrentYear,2349300220
etax:CheckingAccounts,CurrentYear,493234118
etax:OrdinaryDeposit,CurrentYear,587926102
etax:TimeDeposits,CurrentYear,922600000
etax:PeriodicalDeposits,CurrentYear,345540000
NotesReceivableTrade,CurrentYear,1804451809
NotesReceivableTradeNet,CurrentYear,1804451809
AccountsReceivableTrade,CurrentYear,5439904125
AccountsReceivableTradeNet,CurrentYear,5439904125
ElectronicallyRecordedMonetaryClaimsOperatingCA,CurrentYear,2040000
ShortTermInvestmentSecurities,CurrentYear,1271350
Merchandise,CurrentYear,3070029008
AllowanceForDoubtfulAccountsCA,CurrentYear,-822674000
etax:SuspenseAccountPaymentConsumptionTaxes,CurrentYear,3259259172
ShortTermLoansReceivable,CurrentYear,480000
ShortTermLoansReceivableNet,CurrentYear,480000
CurrentAssets,CurrentYear,16279332690
Structures,CurrentYear,1985129400
StructuresNet,CurrentYear,1985129400
ToolsFurnitureAndFixtures,CurrentYear,856261076
ToolsFurnitureAndFixturesNet,CurrentYear,856261076
PropertyPlantAndEquipment,CurrentYear,2841390476
TelephoneSubscriptionRight,CurrentYear,512000
IntangibleAssets,CurrentYear,512000
InsuranceFunds,CurrentYear,78028000
GuaranteeDepositsIOA,CurrentYear,1200000
LeaseDepositsIOA,CurrentYear,3140000
InvestmentsAndOtherAssets,CurrentYear,82368000
NoncurrentAssets,CurrentYear,2924270476
Assets,CurrentYear,19203603166
NotesPayableTrade,CurrentYear,890546589
AccountsPayableTrade,CurrentYear,-154208235
ShortTermLoansPayable,CurrentYear,107900000
AccountsPayableOther,CurrentYear,25852994
IncomeTaxesPayable,CurrentYear,963000000
DepositsReceived,CurrentYear,208706116
ProvisionForBonuses,CurrentYear,32000000
OtherProvisionCL,CurrentYear,22000000
AccruedBusinessOfficeTaxes,CurrentYear,28640000
AccruedConsumptionTaxes,CurrentYear,690000000
SuspenseReceiptOfConsumptionTaxes,CurrentYear,3953908606
CurrentLiabilities,CurrentYear,6768346070
LongTermLoansPayable,CurrentYear,257000000
ProvisionForRetirementBenefits,CurrentYear,18560000
NoncurrentLiabilities,CurrentYear,275560000
Liabilities,CurrentYear,7043906070
CapitalStock,CurrentYear,8900000000
LegalCapitalSurplus,CurrentYear,1085000000
CapitalSurplus,CurrentYear,1085000000
LegalRetainedEarnings,CurrentYear,7200000
GeneralReserve,CurrentYear,4830000
RetainedEarningsBroughtForward,CurrentYear,2162667096
RetainedEarnings,CurrentYear,2174697096
ShareholdersEquity,CurrentYear,12159697096
NetAssets,CurrentYear,12159697096
LiabilitiesAndNetAssets,CurrentYear,19203603166
NetSalesOfGoodsRevOA,CurrentYearDuration,39474230905
etax:MerchandiseSalesGross,CurrentYearDuration,39476046723
etax:MerchandiseSalesReturnsAllowances,CurrentYearDuration,1815818
etax:SalesRebates,CurrentYearDuration,463641
NetSales,CurrentYearDuration,39473767264
GrossSalesRevOA,CurrentYearDuration,39476046723
BeginningGoodsCOS,CurrentYearDuration,207287064
PurchaseAllowanceAndReturns,CurrentYearDuration,156172
CostOfPurchasedGoods,CurrentYearDuration,23784549815
TotalBeginningAndPurchaseOfGoods,CurrentYearDuration,23991680707
EndingGoodsCOS,CurrentYearDuration,3214302846
CostOfGoodsSold,CurrentYearDuration,20777377861
CostOfSales,CurrentYearDuration,20777377861
GrossProfit,CurrentYearDuration,18696389403
SalesCommissionSGA,CurrentYearDuration,1255587768
HaulageExpensesSGA,CurrentYearDuration,2382828973
AdvertisingExpensesSGA,CurrentYearDuration,100966493
DirectorsCompensationsSGA,CurrentYearDuration,1052640000
etax:Payroll,CurrentYearDuration,3174016212
BonusesSGA,CurrentYearDuration,565182000
WelfareExpensesSGA,CurrentYearDuration,246377567
etax:PapersSubscriptionLibraryCost,CurrentYearDuration,13898011
EntertainmentExpensesSGA,CurrentYearDuration,197430728
CommunicationExpensesSGA,CurrentYearDuration,615023417
SuppliesExpensesSGA,CurrentYearDuration,156153126
TaxesAndDuesSGA,CurrentYearDuration,703617000
DepreciationSGA,CurrentYearDuration,114072124
InsuranceExpensesSGA,CurrentYearDuration,195117840
OtherSalariesSGA,CurrentYearDuration,233731062
LegalWelfareExpensesSGA,CurrentYearDuration,569906079
etax:LeaseExpense,CurrentYearDuration,163487844
CompensationsSGA,CurrentYearDuration,77730120
CommissionFeeSGA,CurrentYearDuration,6720627
RentsSGA,CurrentYearDuration,1917509373
RepairAndMaintenanceSGA,CurrentYearDuration,15641190
UtilitiesExpensesSGA,CurrentYearDuration,327840189
OfficeSuppliesExpensesSGA,CurrentYearDuration,70876383
VehicleExpensesSGA,CurrentYearDuration,349911953
ConferenceExpensesSGA,CurrentYearDuration,15296912
MembershipFeeSGA,CurrentYearDuration,70992000
TravelingAndTransportationExpensesSGA,CurrentYearDuration,601764629
MiscellaneousExpensesSGA,CurrentYearDuration,266443125
SellingGeneralAndAdministrativeExpenses,CurrentYearDuration,15460762745
OperatingIncome,CurrentYearDuration,3235626658
MiscellaneousIncomeNOI,CurrentYearDuration,110
NonOperatingIncome,CurrentYearDuration,110
InterestExpensesNOE,CurrentYearDuration,86280168
NonOperatingExpenses,CurrentYearDuration,86280168
OrdinaryIncome,CurrentYearDuration,3149346600
GainOnSalesOfInvestmentSecuritiesEI,CurrentYearDuration,35000
ExtraordinaryIncome,CurrentYearDuration,35000
LossOnSalesOfInvestmentSecuritiesEL,CurrentYearDuration,31100
ExtraordinaryLoss,CurrentYearDuration,31100
IncomeBeforeIncomeTaxes,CurrentYearDuration,3149350500
IncomeTaxesCurrent,CurrentYearDuration,991640000
NetIncome,CurrentYearDuration,2157710500
CapitalStock,Prior1Year,8900000000
LegalCapitalSurplus,Prior1Year,1085000000
CapitalSurplus,Prior1Year,1085000000
LegalRetainedEarnings,Prior1Year,7200000
GeneralReserve,Prior1Year,4830000
RetainedEarningsBroughtForward,Prior1Year,4956596
TotalChangesOfItemsDuringThePeriodREBF,CurrentYearDuration,2157710500
RetainedEarnings,Prior1Year,16986596
NetIncomeRENonconsolidated,CurrentYearDuration,2157710500
TotalChangesOfItemsDuringThePeriodRE,CurrentYearDuration,2157710500
ShareholdersEquity,Prior1Year,10001986596
NetIncomeSE,CurrentYearDuration,2157710500
TotalChangesOfItemsDuringThePeriodSE,CurrentYearDuration,2157710500
NetAssets,Prior1Year,10001986596
NetIncomeNA,CurrentYearDuration,2157710500
TotalChangesOfItemsDuringThePeriodNA,CurrentYearDuration,2157710500
