Klassifikaatori elementide täielik loetelu,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
Klassifikaatori API:,https://estat.stat.ee/codelists/codelist/SEOTUDOSAPOOL2024ap,,,,,,,,,,,,,,,,,,,,,,,
codeListCode,SEOTUDOSAPOOL2024ap,,,,,,,,,,,,,,,,,,,,,,,
codeListName,Tehingute seotud osapool,,,,,,,,,,,,,,,,,,,,,,,
Klassifikaatori elemendi kood,Hierarhias tase kõrgemal oleva elemendi kood,Hierarhilise klassifikaatori elemendi tase,Klassifikaatori elemendi valitavus: 0 = ei ole valitav; 1 = valitav,Elemendi nimetus eesti keeles,Elemendi nimetus inglise keeles,Elemendi nimetus vene keeles,Elemendi kohta esitatud kirjeldav või selgitav tekst eesti keeles,Elemendi kohta esitatud kirjeldav või selgitav tekst inglise keeles,Elemendi kohta esitatud kirjeldav või selgitav tekst vene keeles,"Täpsustav selgitus, mida elemendi all esitada (nt sünonüümsed ja lähedased nimetused või näited) - eesti keeles","Täpsustav selgitus, mida elemendi all esitada (nt sünonüümsed ja lähedased nimetused või näited) - inglise keeles (NB! Sünonüümide osas pole keelelist üks-ühest vastavust)","Täpsustav selgitus, mida elemendi all esitada (nt sünonüümsed ja lähedased nimetused või näited) - vene keeles (NB! Sünonüümide osas pole keelelist üks-ühest vastavust)","Täiendav täpsustav selgitus, mida elemendi all esitada (nn piiripealsed või eriliigilised juhtumid, mida elemendi all esitada), eesti keeles","Täiendav täpsustav selgitus, mida elemendi all esitada (nn piiripealsed või eriliigilised juhtumid, mida elemendi all esitada), inglise keeles (NB! Sünonüümide osas pole keelelist üks-ühest vastavust)","Täiendav täpsustav selgitus, mida elemendi all esitada (nn piiripealsed või eriliigilised juhtumid, mida elemendi all esitada), vene keeles (NB! Sünonüümide osas pole keelelist üks-ühest vastavust)","Täpsustav selgitus, mida elemendi all mitte esitada (nt lähedase sõnastusega nimetus, mis liigitub aga teise elemendi alla)","Täpsustav selgitus, mida elemendi all mitte esitada (nt lähedase sõnastusega nimetus, mis liigitub aga teise elemendi alla), inglise keeles (NB! Sünonüümide osas pole keelelist üks-ühest vastavust)","Täpsustav selgitus, mida elemendi all mitte esitada (nt lähedase sõnastusega nimetus, mis liigitub aga teise elemendi alla), vene keeles (NB! Sünonüümide osas pole keelelist üks-ühest vastavust)",Klassifikaatori elemendil kasutatava mõõtühiku kood,Klassifikaatori elemendil kasutatava mõõtühiku tähis eesti keeles,"Sama, mis eelmine, inglise keeles","Sama, mis eelmine, vene keeles",Elemendi kehtivuse algusaeg (YYYY-MM-DD),Elemendi kehtivuse lõpuaeg (YYYY-MM-DD)
code,parentCode,level,selectable,name_ET,name_EN,name_RU,explanation_ET,explanation_EN,explanation_RU,included_ET,included_EN,included_RU,included_extra_ET,included_extra_EN,included_extra_RU,excluded_ET,excluded_EN,excluded_RU,unitCode,unit_ET,unit_EN,unit_RU,validFromDate,validUntilDate
SOP_11,,1,1,Emaettevõtja,Parent company,,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
SOP_12,,1,1,Tütarettevõtja,Subsidiary,,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
SOP_13,,1,1,Sidusettevõtja,Associates,,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
SOP_14,,1,1,Sama kontserni muud ettevõtjad,Other entities belonging to the same consolidation group,,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
SOP_21,,1,1,Tegev- ja kõrgem juhtkond nende valitseva või olulise mõju all olevad ettevõtjad,Operational and senior management and the entrepreneurs under their control or significant influence,,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
SOP_22,,1,1,Olulise osalusega eraisikust omanikud ning nende valitseva või olulise mõju all olevad ettevõtjad,Individual owners with significant ownership stakes and the entrepreneurs under their control or significant influence,,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
SOP_23,,1,1,Olulise osalusega juriidilisest isikust omanikud ning nende valitseva või olulise mõju all olevad ettevõtjad,Owners who are legal entities with significant ownership stakes and the entrepreneurs under their control or significant influence,,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
SOP_24,,1,1,"Lähedased pereliikmed ning nende valitseva või olulise mõju all olevad ettevõtjad, kes on lähedased tegev- ja kõrgema juhtkonna ning olulise osalusega eraisikust omanikega",Close family members and the entrepreneurs under their control or significant influence who are close to the operational and senior management and individuals with significant ownership stakes,,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
SOP_51,,1,1,Asutajad ja liikmed,Founders and members,,Kasutatakse mittetulundusühingute puhul.,Used for non-profit organisations.,,,,,,,,,,,,,,,2024-01-01 00:00:00,
SOP_99,,1,1,Muud seotud osapooled,Other related parties,,,,,,,,,,,,,,,,,,2024-01-01 00:00:00,
